@W
HSS12X4X1_4|12 x 4 x 1/4||2.6667
HSS12X4X5_16|12 x 4 x 5/16||2.6667
HSS12X4X3_8|12 x 4 x 3/8||2.6667
HSS12X4X1_2|12 x 4 x 1/2||2.6667
HSS12X4X5_8|12 x 4 x 5/8||2.6667
HSS12X6X3_16|12 x 6 x 3/16||3.0
HSS12X6X1_4|12 x 6 x 1/4||3.0
HSS12X6X5_16|12 x 6 x 5/16||3.0
HSS12X6X3_8|12 x 6 x 3/8||3.0
HSS12X6X1_2|12 x 6 x 1/2||3.0
HSS12X6X5_8|12 x 6 x 5/8||3.0
HSS12X8X3_16|12 x 8 x 3/16||3.3333
HSS12X8X1_4|12 x 8 x 1/4||3.3333
HSS12X8X5_16|12 x 8 x 5/16||3.3333
HSS12X8X3_8|12 x 8 x 3/8||3.3333
HSS12X8X1_2|12 x 8 x 1/2||3.3333
HSS12X8X5_8|12 x 8 x 5/8||3.3333
HSS12X10X1_4|12 x 10 x 1/4||3.6667
HSS12X10X5_16|12 x 10 x 5/16||3.6667
HSS12X10X3_8|12 x 10 x 3/8||3.6667
HSS12X10X1_2|12 x 10 x 1/2||3.6667
HSS12X12X3_16|12 x 12 x 3/16||4.0
HSS12X12X1_4|12 x 12 x 1/4||4.0
HSS12X12X5_16|12 x 12 x 5/16||4.0
HSS12X12X3_8|12 x 12 x 3/8||4.0
HSS12X12X1_2|12 x 12 x 1/2||4.0
HSS12X12X5_8|12 x 12 x 5/8||4.0
HSS14X4X3_16|14 x 4 x 3/16||3.0
HSS14X4X1_4|14 x 4 x 1/4||3.0
HSS14X4X5_16|14 x 4 x 5/16||3.0
HSS14X4X3_8|14 x 4 x 3/8||3.0
HSS14X4X1_2|14 x 4 x 1/2||3.0
HSS14X4X5_8|14 x 4 x 5/8||3.0
HSS14X6X3_16|14 x 6 x 3/16||3.3333
HSS14X6X1_4|14 x 6 x 1/4||3.3333
HSS14X6X5_16|14 x 6 x 5/16||3.3333
HSS14X6X3_8|14 x 6 x 3/8||3.3333
HSS14X6X1_2|14 x 6 x 1/2||3.3333
HSS14X6X5_8|14 x 6 x 5/8||3.3333
HSS14X10X1_4|14 x 10 x 1/4||4.0
HSS14X10X5_16|14 x 10 x 5/16||4.0
HSS14X10X3_8|14 x 10 x 3/8||4.0
HSS14X10X1_2|14 x 10 x 1/2||4.0
HSS14X10X5_8|14 x 10 x 5/8||4.0
HSS14X14X5_16|14 x 14 x 5/16||4.6667
HSS14X14X3_8|14 x 14 x 3/8||4.6667
HSS14X14X1_2|14 x 14 x 1/2||4.6667
HSS14X14X5_8|14 x 14 x 5/8||4.6667
HSS16X4X3_16|16 x 4 x 3/16||3.3333
HSS16X4X1_4|16 x 4 x 1/4||3.3333
HSS16X4X5_16|16 x 4 x 5/16||3.3333
HSS16X4X3_8|16 x 4 x 3/8||3.3333
HSS16X4X1_2|16 x 4 x 1/2||3.3333
HSS16X4X5_8|16 x 4 x 5/8||3.3333
HSS16X8X1_4|16 x 8 x 1/4||4.0
HSS16X8X5_16|16 x 8 x 5/16||4.0
HSS16X8X3_8|16 x 8 x 3/8||4.0
HSS16X8X1_2|16 x 8 x 1/2||4.0
HSS16X8X5_8|16 x 8 x 5/8||4.0
HSS16X12X5_16|16 x 12 x 5/16||4.6667
HSS16X12X3_8|16 x 12 x 3/8||4.6667
HSS16X12X1_2|16 x 12 x 1/2||4.6667
HSS16X12X5_8|16 x 12 x 5/8||4.6667
HSS16X16X5_16|16 x 16 x 5/16||5.3333
HSS16X16X3_8|16 x 16 x 3/8||5.3333
HSS16X16X1_2|16 x 16 x 1/2||5.3333
HSS16X16X5_8|16 x 16 x 5/8||5.3333
HSS18X6X1_4|18 x 6 x 1/4||4.0
HSS18X6X5_16|18 x 6 x 5/16||4.0
HSS18X6X3_8|18 x 6 x 3/8||4.0
HSS18X6X1_2|18 x 6 x 1/2||4.0
HSS18X6X5_8|18 x 6 x 5/8||4.0
HSS20X4X1_4|20 x 4 x 1/4||4.0
HSS20X4X5_16|20 x 4 x 5/16||4.0
HSS20X4X3_8|20 x 4 x 3/8||4.0
HSS20X4X1_2|20 x 4 x 1/2||4.0
HSS20X8X5_16|20 x 8 x 5/16||4.6667
HSS20X8X3_8|20 x 8 x 3/8||4.6667
HSS20X8X1_2|20 x 8 x 1/2||4.6667
HSS20X8X5_8|20 x 8 x 5/8||4.6667
HSS20X12X5_16|20 x 12 x 5/16||5.3333
HSS20X12X3_8|20 x 12 x 3/8||5.3333
HSS20X12X1_2|20 x 12 x 1/2||5.3333
HSS20X12X5_8|20 x 12 x 5/8||5.3333
@HSS_ROUND
HSS1_660X0_140|1.660 x 0.140||0.4346
HSS1_900X0_120|1.900 x 0.120||0.4974
HSS1_900X0_145|1.900 x 0.145||0.4974
HSS1_900X0_188|1.900 x 0.188||0.4974
HSS2_375X0_125|2.375 x 0.125||0.6218
HSS2_375X0_154|2.375 x 0.154||0.6218
HSS2_375X0_188|2.375 x 0.188||0.6218
HSS2_375X0_218|2.375 x 0.218||0.6218
HSS2_375X0_250|2.375 x 0.250||0.6218
HSS2_500X0_125|2.500 x 0.125||0.6545
HSS2_500X0_188|2.500 x 0.188||0.6545
HSS2_500X0_250|2.500 x 0.250||0.6545
HSS2_875X0_125|2.875 x 0.125||0.7527
HSS2_875X0_188|2.875 x 0.188||0.7527
HSS2_875X0_203|2.875 x 0.203||0.7527
HSS2_875X0_250|2.875 x 0.250||0.7527
HSS3_000X0_125|3 x 0.125||0.7854
HSS3_000X0_134|3 x 0.134||0.7854
HSS3_000X0_152|3 x 0.152||0.7854
HSS3_000X0_188|3 x 0.188||0.7854
HSS3_000X0_203|3 x 0.203||0.7854
HSS3_000X0_216|3 x 0.216||0.7854
HSS3_000X0_250|3 x 0.250||0.7854
HSS3_500X0_125|3.500 x 0.125||0.9163
HSS3_500X0_188|3.500 x 0.188||0.9163
HSS3_500X0_203|3.500 x 0.203||0.9163
HSS3_500X0_216|3.500 x 0.216||0.9163
HSS3_500X0_250|3.500 x 0.250||0.9163
HSS3_500X0_300|3.500 x 0.300||0.9163
HSS3_500X0_313|3.500 x 0.313||0.9163
HSS4_000X0_125|4 x 0.125||1.0472
HSS4_000X0_188|4 x 0.188||1.0472
HSS4_000X0_220|4 x 0.220||1.0472
HSS4_000X0_226|4 x 0.226||1.0472
HSS4_000X0_237|4 x 0.237||1.0472
HSS4_000X0_250|4 x 0.250||1.0472
HSS4_000X0_313|4 x 0.313||1.0472
HSS4_500X0_125|4.500 x 0.125||1.1781
HSS4_500X0_188|4.500 x 0.188||1.1781
HSS4_500X0_237|4.500 x 0.237||1.1781
HSS4_500X0_337|4.500 x 0.337||1.1781
HSS4_500X0_375|4.500 x 0.375||1.1781
HSS5_000X0_125|5 x 0.125||1.309
HSS5_000X0_188|5 x 0.188||1.309
HSS5_000X0_250|5 x 0.250||1.309
HSS5_000X0_258|5 x 0.258||1.309
HSS5_000X0_312|5 x 0.312||1.309
HSS5_000X0_375|5 x 0.375||1.309
HSS5_000X0_500|5 x 0.500||1.309
HSS5_500X0_258|5.500 x 0.258||1.4399
HSS5_500X0_375|5.500 x 0.375||1.4399
HSS5_500X0_500|5.500 x 0.500||1.4399
HSS5_563X0_134|5.563 x 0.134||1.4564
HSS5_563X0_188|5.563 x 0.188||1.4564
HSS5_563X0_258|5.563 x 0.258||1.4564
HSS5_563X0_375|5.563 x 0.375||1.4564
HSS5_563X0_500|5.563 x 0.500||1.4564
HSS6_000X0_125|6 x 0.125||1.5708
HSS6_000X0_188|6 x 0.188||1.5708
HSS6_000X0_250|6 x 0.250||1.5708
HSS6_000X0_280|6 x 0.280||1.5708
HSS6_000X0_312|6 x 0.312||1.5708
HSS6_000X0_375|6 x 0.375||1.5708
HSS6_000X0_500|6 x 0.500||1.5708
HSS6_625X0_125|6.625 x 0.125||1.7344
HSS6_625X0_188|6.625 x 0.188||1.7344
HSS6_625X0_250|6.625 x 0.250||1.7344
HSS6_625X0_280|6.625 x 0.280||1.7344
HSS6_625X0_312|6.625 x 0.312||1.7344
HSS6_625X0_375|6.625 x 0.375||1.7344
HSS6_625X0_432|6.625 x 0.432||1.7344
HSS6_625X0_500|6.625 x 0.500||1.7344
HSS6_875X0_188|6.875 x 0.188||1.7999
HSS6_875X0_250|6.875 x 0.250||1.7999
HSS6_875X0_312|6.875 x 0.312||1.7999
HSS6_875X0_375|6.875 x 0.375||1.7999
HSS6_875X0_500|6.875 x 0.500||1.7999
HSS7_000X0_125|7 x 0.125||1.8326
HSS7_000X0_188|7 x 0.188||1.8326
HSS7_000X0_250|7 x 0.250||1.8326
HSS7_000X0_312|7 x 0.312||1.8326
HSS7_000X0_375|7 x 0.375||1.8326
HSS7_000X0_500|7 x 0.500||1.8326
HSS7_500X0_188|7.500 x 0.188||1.9635
HSS7_500X0_250|7.500 x 0.250||1.9635
HSS7_500X0_312|7.500 x 0.312||1.9635
HSS7_500X0_375|7.500 x 0.375||1.9635
HSS7_500X0_500|7.500 x 0.500||1.9635
HSS7_625X0_328|7.625 x 0.328||1.9962
HSS7_625X0_375|7.625 x 0.375||1.9962
HSS8_625X0_188|8.625 x 0.188||2.258
HSS8_625X0_250|8.625 x 0.250||2.258
HSS8_625X0_322|8.625 x 0.322||2.258
HSS8_625X0_375|8.625 x 0.375||2.258
HSS8_625X0_500|8.625 x 0.500||2.258
HSS8_625X0_625|8.625 x 0.625||2.258
HSS9_625X0_188|9.625 x 0.188||2.5198
HSS9_625X0_250|9.625 x 0.250||2.5198
HSS9_625X0_312|9.625 x 0.312||2.5198
HSS9_625X0_375|9.625 x 0.375||2.5198
HSS9_625X0_500|9.625 x 0.500||2.5198
HSS10_000X0_188|10 x 0.188||2.618
HSS10_000X0_250|10 x 0.250||2.618
HSS10_000X0_312|10 x 0.312||2.618
HSS10_000X0_375|10 x 0.375||2.618
HSS10_000X0_500|10 x 0.500||2.618
HSS10_000X0_625|10 x 0.625||2.618
HSS10_750X0_250|10.750 x 0.250||2.8143
HSS10_750X0_375|10.750 x 0.375||2.8143
HSS10_750X0_500|10.750 x 0.500||2.8143
HSS12_750X0_250|12.750 x 0.250||3.3379
HSS12_750X0_375|12.750 x 0.375||3.3379
HSS12_750X0_500|12.750 x 0.500||3.3379
HSS14_000X0_250|14 x 0.250||3.6652
HSS14_000X0_312|14 x 0.312||3.6652
HSS14_000X0_375|14 x 0.375||3.6652
HSS14_000X0_500|14 x 0.500||3.6652
HSS14_000X0_625|14 x 0.625||3.6652
HSS16_000X0_250|16 x 0.250||4.1888
HSS16_000X0_312|16 x 0.312||4.1888
HSS16_000X0_375|16 x 0.375||4.1888
HSS16_000X0_438|16 x 0.438||4.1888
HSS16_000X0_500|16 x 0.500||4.1888
HSS16_000X0_625|16 x 0.625||4.1888
HSS18_000X0_375|18 x 0.375||4.7124
HSS18_000X0_500|18 x 0.500||4.7124
HSS20_000X0_375|20 x 0.375||5.236
HSS20_000X0_500|20 x 0.500||5.236
@PIPE
Pipe1_2STD|1/2|Std Wgt|0.2199
Pipe3_4STD|3/4|Std Wgt|0.2749
Pipe1STD|1|Std Wgt|0.3443
Pipe1_1_4STD|1-1/4|Std Wgt|0.4346
Pipe1_1_2STD|1-1/2|Std Wgt|0.4974
Pipe2STD|2|Std Wgt|0.6218
Pipe2_1_2STD|2-1/2|Std Wgt|0.7527
Pipe3STD|3|Std Wgt|0.9163
Pipe3_1_2STD|3-1/2|Std Wgt|1.0472
Pipe4STD|4|Std Wgt|1.1781
Pipe5STD|5|Std Wgt|1.4564
Pipe6STD|6|Std Wgt|1.7344
Pipe8STD|8|Std Wgt|2.258
Pipe10STD|10|Std Wgt|2.8143
Pipe12STD|12|Std Wgt|3.3379
Pipe1_2XS|1/2|XS|0.2199
Pipe3_4XS|3/4|XS|0.2749
Pipe1XS|1|XS|0.3443
Pipe1_1_4XS|1-1/4|XS|0.4346
Pipe1_1_2XS|1-1/2|XS|0.4974
Pipe2XS|2|XS|0.6218
Pipe2_1_2XS|2-1/2|XS|0.7527
Pipe3XS|3|XS|0.9163
Pipe3_1_2XS|3-1/2|XS|1.0472
Pipe4XS|4|XS|1.1781
Pipe5XS|5|XS|1.4564
Pipe6XS|6|XS|1.7344
Pipe8XS|8|XS|2.258
Pipe10XS|10|XS|2.8143
Pipe12XS|12|XS|3.3379
Pipe2XXS|2|XXS|0.6218
Pipe2_1_2XXS|2-1/2|XXS|0.7527
Pipe3XXS|3|XXS|0.9163
Pipe4XXS|4|XXS|1.1781
Pipe5XXS|5|XXS|1.4564
Pipe6XXS|6|XXS|1.7344
Pipe8XXS|8|XXS|2.258
@CHANNEL
C3X3_5|3 x 3.5|C|0.9083
C3X4_1|3 x 4.1|C|0.9167
C3X5|3 x 5|C|0.95
C3X6|3 x 6|C|0.975
C4X4_5|4 x 4.5|C|1.0833
C4X5_4|4 x 5.4|C|1.1333
C4X6_25|4 x 6.25|C|1.1083
C4X7_25|4 x 7.25|C|1.1833
C5X6_7|5 x 6.7|C|1.3583
C5X9|5 x 9|C|1.4
C6X8_2|6 x 8.2|C|1.575
C6X10_5|6 x 10.5|C|1.6083
C6X13|6 x 13|C|1.65
C7X9_8|7 x 9.8|C|1.7917
C7X12_25|7 x 12.25|C|1.825
C7X14_75|7 x 14.75|C|1.8583
C8X11_5|8 x 11.5|C|2.0083
C8X13_75|8 x 13.75|C|2.0333
C8X18_75|8 x 18.75|C|2.0917
C9X13_4|9 x 13.4|C|2.225
C9X15|9 x 15|C|2.25
C9X20|9 x 20|C|2.3
C10X15_3|10 x 15.3|C|2.45
C10X20|10 x 20|C|2.4917
C10X25|10 x 25|C|2.5417
C10X30|10 x 30|C|2.5833
C12X20_7|12 x 20.7|C|2.8833
C12X25|12 x 25|C|2.9167
C12X30|12 x 30|C|2.9583
C15X33_9|15 x 33.9|C|3.5167
C15X40|15 x 40|C|3.5583
C15X50|15 x 50|C|3.6167
MC3X7_1|3 x 7.1|MC|1.0167
MC4X13_8|4 x 13.8|MC|1.3167
MC6X6_5|6 x 6.5|MC|1.5083
MC6X7|6 x 7|MC|1.5167
MC6X12|6 x 12|MC|1.7583
MC6X15_1|6 x 15.1|MC|1.8833
MC6X15_3|6 x 15.3|MC|2.0667
MC6X16_3|6 x 16.3|MC|1.9083
MC6X18|6 x 18|MC|2.0583
MC7X19_1|7 x 19.1|MC|2.2083
MC7X22_7|7 x 22.7|MC|2.2583
MC8X8_5|8 x 8.5|MC|1.8917
MC8X18_7|8 x 18.7|MC|2.2333
MC8X20|8 x 20|MC|2.25
MC8X21_4|8 x 21.4|MC|2.375
MC8X22_8|8 x 22.8|MC|2.3917
MC9X23_9|9 x 23.9|MC|2.5417
MC9X25_4|9 x 25.4|MC|2.5583
MC10X6_5|10 x 6.5|MC|1.9833
MC10X8_4|10 x 8.4|MC|2.1083
MC10X22|10 x 22|MC|2.6667
MC10X25|10 x 25|MC|2.6917
MC10X28_5|10 x 28.5|MC|2.8583
MC10X33_6|10 x 33.6|MC|2.9083
MC10X41_1|10 x 41.1|MC|2.975
MC12X10_6|12 x 10.6|MC|2.4417
MC12X14_3|12 x 14.3|MC|2.5917
MC12X31|12 x 31|MC|3.1167
MC12X35|12 x 35|MC|3.1417
MC12X40|12 x 40|MC|3.1833
MC12X45|12 x 45|MC|3.2167
MC12X50|12 x 50|MC|3.2583
MC13X31_8|13 x 31.8|MC|3.375
MC13X35|13 x 35|MC|3.3917
MC13X40|13 x 40|MC|3.425
MC13X50|13 x 50|MC|3.5
MC18X42_7|18 x 42.7|MC|4.1917
MC18X45_8|18 x 45.8|MC|4.2083
MC18X51_9|18 x 51.9|MC|4.2333
MC18X58|18 x 58|MC|4.2667
@TEE
WT2X6_5|2 x 6.5|WT|1.0
MT2X3|2 x 3|MT|0.9142
MT2_5X9_45|2.5 x 9.45|MT|1.1918
MT3X1_85|3 x 1.85|MT|0.8043
MT3X2_2|3 x 2.2|MT|0.7798
MT4X3_1|4 x 3.1|MT|1.0153
MT4X3_25|4 x 3.25|MT|1.0064
MT5X3_75|5 x 3.75|MT|1.2503
MT5X4|5 x 4|MT|1.2381
MT5X4_5|5 x 4.5|MT|1.2414
MT6X5|6 x 5|MT|1.5042
MT6X5_4|6 x 5.4|MT|1.4697
MT6X5_9|6 x 5.9|MT|1.4714
MT6_25X5_8|6.25 x 5.8|MT|1.5847
MT6_25X6_2|6.25 x 6.2|MT|1.6297
ST1_5X2_85|1.5 x 2.85|ST|0.5936
ST1_5X3_75|1.5 x 3.75|ST|0.6236
ST2X3_85|2 x 3.85|ST|0.723
ST2X4_75|2 x 4.75|ST|0.7463
ST2_5X5|2.5 x 5|ST|0.863
ST3X6_25|3 x 6.25|ST|0.9968
ST3X8_6|3 x 8.6|ST|1.0368
ST4X9_2|4 x 9.2|ST|1.2618
ST4X11_5|4 x 11.5|ST|1.2901
ST5X12_7|5 x 12.7|ST|1.5292
ST5X17_5|5 x 17.5|ST|1.5758
ST6X15_9|6 x 15.9|ST|1.7482
ST6X17_5|6 x 17.5|ST|1.7615
ST6X20_4|6 x 20.4|ST|1.772
ST6X25|6 x 25|ST|1.8103
ST7_5X21_45|7.5 x 21.45|ST|2.0679
ST7_5X25|7.5 x 25|ST|2.0913
ST9X27_35|9 x 27.35|ST|2.3927
ST9X35|9 x 35|ST|2.4344
ST10X33|10 x 33|ST|2.5934
ST10X37_5|10 x 37.5|ST|2.6151
ST10X43|10 x 43|ST|2.7515
ST10X48|10 x 48|ST|2.7748
ST12X40|12 x 40|ST|3.0415
ST12X45|12 x 45|ST|3.0631
ST12X50|12 x 50|ST|3.0831
ST12X53|12 x 53|ST|3.2186
ST12X60_5|12 x 60.5|ST|3.2486
WT2_5X8|2.5 x 8|WT|1.2333
WT2_5X9_5|2.5 x 9.5|WT|1.25
WT3X4_25|3 x 4.25|WT|1.1167
WT3X4_5|3 x 4.5|WT|1.1167
WT3X6|3 x 6|WT|1.1417
WT3X7_5|3 x 7.5|WT|1.4667
WT3X8|3 x 8|WT|1.1667
WT3X10|3 x 10|WT|1.4917
WT3X12_5|3 x 12.5|WT|1.5167
WT4X5|4 x 5|WT|1.2833
WT4X6_5|4 x 6.5|WT|1.3083
WT4X7_5|4 x 7.5|WT|1.3167
WT4X9|4 x 9|WT|1.525
WT4X10_5|4 x 10.5|WT|1.5417
WT4X12|4 x 12|WT|1.7167
WT4X14|4 x 14|WT|1.7333
WT4X15_5|4 x 15.5|WT|1.9583
WT4X17_5|4 x 17.5|WT|1.9667
WT4X20|4 x 20|WT|1.9917
WT4X24|4 x 24|WT|2.0167
WT4X29|4 x 29|WT|2.0583
WT4X33_5|4 x 33.5|WT|2.0833
WT5X6|5 x 6|WT|1.45
WT5X7_5|5 x 7.5|WT|1.4667
WT5X8_5|5 x 8.5|WT|1.4833
WT5X9_5|5 x 9.5|WT|1.4917
WT5X11|5 x 11|WT|1.775
WT5X13|5 x 13|WT|1.7917
WT5X15|5 x 15|WT|1.8083
WT5X16_5|5 x 16.5|WT|2.0917
WT5X19_5|5 x 19.5|WT|2.1167
WT5X22_5|5 x 22.5|WT|2.1333
WT5X24_5|5 x 24.5|WT|2.4583
WT5X27|5 x 27|WT|2.4667
WT5X30|5 x 30|WT|2.4917
WT5X34|5 x 34|WT|2.5083
WT5X38_5|5 x 38.5|WT|2.5417
WT5X44|5 x 44|WT|2.575
WT5X50|5 x 50|WT|2.6
WT5X56|5 x 56|WT|2.6333
WT6X7|6 x 7|WT|1.625
WT6X8|6 x 8|WT|1.6333
WT6X9_5|6 x 9.5|WT|1.65
WT6X11|6 x 11|WT|1.6667
WT6X13|6 x 13|WT|2.0583
WT6X15|6 x 15|WT|2.075
WT6X17_5|6 x 17.5|WT|2.0917
WT6X20|6 x 20|WT|2.2833
WT6X22_5|6 x 22.5|WT|2.3
WT6X25|6 x 25|WT|2.3167
WT6X26_5|6 x 26.5|WT|2.625
WT6X29|6 x 29|WT|2.6333
WT6X32_5|6 x 32.5|WT|2.95
WT6X36|6 x 36|WT|2.9667
WT6X39_5|6 x 39.5|WT|2.9917
WT6X43_5|6 x 43.5|WT|3.0083
WT6X48|6 x 48|WT|3.0333
WT6X53|6 x 53|WT|3.05
WT6X60|6 x 60|WT|3.0833
WT6X68|6 x 68|WT|3.125
WT6X76|6 x 76|WT|3.1667
WT6X85|6 x 85|WT|3.2167
WT6X95|6 x 95|WT|3.2583
WT6X105|6 x 105|WT|3.3
WT6X115|6 x 115|WT|3.35
WT6X126|6 x 126|WT|3.3917
WT6X139_5|6 x 139.5|WT|3.45
WT6X152_5|6 x 152.5|WT|3.5
WT6X168|6 x 168|WT|3.575
WT7X11|7 x 11|WT|1.9333
WT7X13|7 x 13|WT|1.9583
WT7X15|7 x 15|WT|2.2333
WT7X17|7 x 17|WT|2.25
WT7X19|7 x 19|WT|2.2583
WT7X21_5|7 x 21.5|WT|2.4167
WT7X24|7 x 24|WT|2.4333
WT7X26_5|7 x 26.5|WT|2.45
WT7X30_5|7 x 30.5|WT|2.7667
WT7X34|7 x 34|WT|2.7833
WT7X37|7 x 37|WT|2.8083
WT7X41|7 x 41|WT|2.8167
WT7X45|7 x 45|WT|3.5
WT7X49_5|7 x 49.5|WT|3.525
WT7X54_5|7 x 54.5|WT|3.5417
WT7X60|7 x 60|WT|3.575
WT7X66|7 x 66|WT|3.5833
WT7X72_5|7 x 72.5|WT|3.7333
WT7X79_5|7 x 79.5|WT|3.7667
WT7X88|7 x 88|WT|3.8
WT7X96_5|7 x 96.5|WT|3.825
WT7X105_5|7 x 105.5|WT|3.8583
WT7X116_5|7 x 116.5|WT|3.9
WT7X128_5|7 x 128.5|WT|3.95
WT7X141_5|7 x 141.5|WT|3.9917
WT7X155_5|7 x 155.5|WT|4.0417
WT7X171|7 x 171|WT|4.1083
WT7X185|7 x 185|WT|4.1583
WT7X199|7 x 199|WT|4.2083
WT7X213|7 x 213|WT|4.2583
WT7X227_5|7 x 227.5|WT|4.3
WT7X250|7 x 250|WT|4.3833
WT7X275|7 x 275|WT|4.4667
WT7X302_5|7 x 302.5|WT|4.5667
WT7X332_5|7 x 332.5|WT|4.6667
WT7X365|7 x 365|WT|4.7667
WT8X13|8 x 13|WT|2.1833
WT8X15_5|8 x 15.5|WT|2.2
WT8X18|8 x 18|WT|2.4417
WT8X20|8 x 20|WT|2.4583
WT8X22_5|8 x 22.5|WT|2.475
WT8X25|8 x 25|WT|2.4917
WT8X28_5|8 x 28.5|WT|2.5167
WT8X33_5|8 x 33.5|WT|3.0083
WT8X38_5|8 x 38.5|WT|3.0333
WT8X44_5|8 x 44.5|WT|3.075
WT8X50|8 x 50|WT|3.0917
WT9X17_5|9 x 17.5|WT|2.4333
WT9X20|9 x 20|WT|2.45
WT9X23|9 x 23|WT|2.475
WT9X25|9 x 25|WT|2.7083
WT9X27_5|9 x 27.5|WT|2.725
WT9X30|9 x 30|WT|2.7333
WT9X32_5|9 x 32.5|WT|2.75
WT9X35_5|9 x 35.5|WT|2.7667
WT9X38|9 x 38|WT|3.2917
WT9X43|9 x 43|WT|3.325
WT9X48_5|9 x 48.5|WT|3.3417
WT9X53|9 x 53|WT|3.375
WT9X59_5|9 x 59.5|WT|3.4083
WT9X65|9 x 65|WT|3.4167
WT9X71_5|9 x 71.5|WT|3.4333
WT9X79|9 x 79|WT|3.4667
WT9X87_5|9 x 87.5|WT|3.5083
WT9X96|9 x 96|WT|3.5583
WT9X105_5|9 x 105.5|WT|3.5917
WT9X117|9 x 117|WT|3.6417
WT9X129|9 x 129|WT|3.6917
WT9X141_5|9 x 141.5|WT|3.7417
WT9X155_5|9 x 155.5|WT|3.8083
WT10_5X22|10.5 x 22|WT|2.7583
WT10_5X24|10.5 x 24|WT|3.0333
WT10_5X25|10.5 x 25|WT|2.775
WT10_5X27_5|10.5 x 27.5|WT|3.0583
WT10_5X28_5|10.5 x 28.5|WT|2.8
WT10_5X31|10.5 x 31|WT|3.0833
WT10_5X34|10.5 x 34|WT|3.1
WT10_5X36_5|10.5 x 36.5|WT|3.1083
WT10_5X41_5|10.5 x 41.5|WT|3.1333
WT10_5X46_5|10.5 x 46.5|WT|3.1583
WT10_5X50_5|10.5 x 50.5|WT|3.75
WT10_5X55_5|10.5 x 55.5|WT|3.7667
WT10_5X61|10.5 x 61|WT|3.7833
WT10_5X66|10.5 x 66|WT|3.8
WT10_5X73_5|10.5 x 73.5|WT|3.8333
WT10_5X83|10.5 x 83|WT|3.85
WT10_5X91|10.5 x 91|WT|3.9
WT10_5X100_5|10.5 x 100.5|WT|3.9333
WT12X27_5|12 x 27.5|WT|3.075
WT12X31|12 x 31|WT|3.1
WT12X34|12 x 34|WT|3.3917
WT12X38|12 x 38|WT|3.4167
WT12X42|12 x 42|WT|3.4333
WT12X47|12 x 47|WT|3.4583
WT12X51_5|12 x 51.5|WT|3.4667
WT12X52|12 x 52|WT|4.05
WT12X58_5|12 x 58.5|WT|4.0667
WT12X65_5|12 x 65.5|WT|4.1
WT12X73|12 x 73|WT|4.1333
WT12X81|12 x 81|WT|4.1667
WT12X88|12 x 88|WT|4.1667
WT12X96|12 x 96|WT|4.2
WT12X103_5|12 x 103.5|WT|4.2333
WT12X114_5|12 x 114.5|WT|4.2667
WT12X125|12 x 125|WT|4.3167
WT12X139_5|12 x 139.5|WT|4.3667
WT12X153|12 x 153|WT|4.4167
WT12X167_5|12 x 167.5|WT|4.4667
WT12X185|12 x 185|WT|4.5333
WT13_5X42|13.5 x 42|WT|3.8167
WT13_5X47|13.5 x 47|WT|3.8333
WT13_5X51|13.5 x 51|WT|3.8333
WT13_5X57|13.5 x 57|WT|3.8667
WT13_5X64_5|13.5 x 64.5|WT|3.8833
WT13_5X73|13.5 x 73|WT|4.5333
WT13_5X80_5|13.5 x 80.5|WT|4.55
WT13_5X89|13.5 x 89|WT|4.5833
WT13_5X97|13.5 x 97|WT|4.6
WT13_5X108_5|13.5 x 108.5|WT|4.6333
WT13_5X117_5|13.5 x 117.5|WT|4.6667
WT13_5X129|13.5 x 129|WT|4.7167
WT13_5X140_5|13.5 x 140.5|WT|4.75
WT13_5X153_5|13.5 x 153.5|WT|4.7833
WT13_5X168|13.5 x 168|WT|4.85
WT13_5X184|13.5 x 184|WT|4.9
WT13_5X269_5|13.5 x 269.5|WT|5.2083
WT15X45|15 x 45|WT|4.1167
WT15X49_5|15 x 49.5|WT|4.1333
WT15X54|15 x 54|WT|4.15
WT15X58|15 x 58|WT|4.1667
WT15X62|15 x 62|WT|4.1833
WT15X66|15 x 66|WT|4.2
WT15X74|15 x 74|WT|4.2167
WT15X86_5|15 x 86.5|WT|4.95
WT15X95_5|15 x 95.5|WT|4.9667
WT15X105_5|15 x 105.5|WT|5.0167
WT15X117_5|15 x 117.5|WT|5.05
WT15X130_5|15 x 130.5|WT|5.0833
WT15X146|15 x 146|WT|5.1333
WT15X163|15 x 163|WT|5.1833
WT15X178_5|15 x 178.5|WT|5.2333
WT15X195_5|15 x 195.5|WT|5.2833
WT16_5X59|16.5 x 59|WT|4.5667
WT16_5X65|16.5 x 65|WT|4.5833
WT16_5X70_5|16.5 x 70.5|WT|4.6167
WT16_5X76|16.5 x 76|WT|4.6333
WT16_5X84_5|16.5 x 84.5|WT|4.65
WT16_5X100_5|16.5 x 100.5|WT|5.3333
WT16_5X110_5|16.5 x 110.5|WT|5.3833
WT16_5X120_5|16.5 x 120.5|WT|5.4167
WT16_5X131_5|16.5 x 131.5|WT|5.4333
WT16_5X145_5|16.5 x 145.5|WT|5.4667
WT16_5X159|16.5 x 159|WT|5.5167
WT16_5X177|16.5 x 177|WT|5.5667
WT16_5X193_5|16.5 x 193.5|WT|5.6167
WT18X67_5|18 x 67.5|WT|4.8833
WT18X75|18 x 75|WT|4.9
WT18X80|18 x 80|WT|4.9167
